equipment,est_peak_temp,num_companions,ticket,gender,distance_home,food_spend,age,runs
own,15,0,season,male,39,27,28,8
own,25,1,adult,female,121,29,40,11
own,15,0,season,female,23,14,66,13
rent,10,1,senior,female,21,14,76,10
own,5,2,senior,male,9,7,62,11
own,10,2,adult,female,47,22,42,7
own,20,2,adult,female,106,14,27,10
rent,-5,1,child,male,47,15,9,5
own,20,0,season,female,16,27,34,10
own,30,3,season,female,49,9,59,10
own,-10,1,season,female,32,8,42,5
own,15,1,senior,female,39,23,63,10
own,15,2,adult,female,125,0,52,12
own,15,1,adult,male,167,0,46,12
own,25,3,senior,male,108,0,61,10
rent,20,0,adult,female,83,0,38,10
own,-5,2,child,female,52,0,7,9
own,10,1,senior,male,37,0,78,10
rent,5,0,senior,male,40,0,74,9
own,25,1,child,female,48,0,7,16
own,0,3,adult,male,119,10,31,4
own,10,0,child,male,20,11,6,13
own,10,1,senior,female,52,0,65,10
rent,-5,1,season,male,18,7,47,4
own,25,0,season,male,114,11,24,8
own,20,0,senior,female,184,15,69,10
own,10,2,season,male,34,11,29,7
own,15,3,adult,male,117,21,22,8
rent,5,3,senior,male,23,22,62,6
own,-5,0,adult,female,182,0,58,3
rent,15,1,season,male,49,26,16,6
own,25,2,adult,male,97,22,43,12
own,10,1,adult,female,139,0,32,11
own,10,1,senior,female,111,12,70,9
own,10,3,adult,male,30,23,28,12
own,15,5,adult,male,43,20,20,8
own,15,1,senior,female,48,15,68,9
own,0,2,adult,male,28,22,25,6
own,-5,2,adult,female,33,20,21,5
own,10,1,adult,male,107,13,31,8
own,10,2,child,male,18,17,6,10
own,15,2,child,female,33,15,8,12
own,30,1,season,female,14,15,52,13
rent,-10,1,senior,female,120,20,85,2
own,10,3,adult,female,23,18,56,8
own,15,2,season,male,169,0,50,8
own,5,1,child,male,129,27,17,7
own,20,2,senior,female,34,18,61,12
own,20,2,adult,male,31,24,38,13
own,25,0,senior,male,108,9,85,13
own,15,3,adult,female,58,0,45,11
own,5,2,senior,female,17,25,61,7
own,-0,2,adult,female,51,19,34,5
own,15,0,season,male,181,13,27,8
own,5,2,senior,female,29,0,61,10
own,20,1,adult,male,19,19,25,13
own,15,2,adult,female,163,18,22,7
own,15,0,adult,female,101,13,51,10
own,5,3,senior,female,18,0,61,7
own,0,1,senior,male,17,10,71,8
own,15,1,senior,male,19,0,76,12
own,20,1,child,female,23,26,9,13
own,5,1,adult,male,43,19,43,9
own,5,1,adult,male,176,9,45,8
own,20,4,adult,female,111,0,22,12
own,-0,0,child,male,103,22,8,8
own,20,1,season,male,180,18,53,8
own,20,1,adult,male,17,0,23,13
own,15,0,adult,female,125,0,26,10
own,15,1,adult,female,171,0,30,8
own,20,2,senior,female,170,25,71,8
own,10,0,senior,male,43,11,75,10
own,15,1,child,male,113,11,12,9
own,20,2,adult,female,107,22,51,11
rent,5,0,senior,female,128,30,69,4
own,10,3,season,male,187,18,26,3
own,15,1,adult,male,38,9,24,16
own,20,1,adult,female,116,9,23,11
own,5,0,adult,male,170,16,29,8
own,5,2,senior,male,38,9,65,6
own,20,5,season,female,19,19,20,9
own,15,0,season,male,118,12,50,10
own,15,0,adult,male,169,0,50,10
own,25,2,adult,female,16,19,55,12
own,-10,1,child,female,28,0,17,9
own,20,0,adult,male,116,12,39,13
rent,30,2,senior,male,35,0,65,13
own,15,3,adult,female,159,10,45,9
own,-0,3,season,male,126,0,55,4
rent,5,0,senior,female,31,14,65,8
own,10,2,child,male,136,10,15,7
own,-5,1,senior,female,27,8,66,5
own,20,0,adult,female,102,23,37,12
own,15,2,child,male,129,0,17,9
own,0,4,senior,female,14,5,63,4
own,-10,0,child,female,110,16,17,5
rent,20,4,senior,male,30,9,65,11
own,25,1,adult,female,39,28,53,14
own,10,1,adult,female,115,16,21,8
rent,30,0,adult,male,93,0,50,16
own,10,4,child,male,170,0,13,7
own,5,3,adult,female,104,12,35,5
own,20,3,senior,male,19,21,66,10
own,10,1,senior,female,42,24,70,8
rent,0,3,adult,male,99,8,31,3
own,35,1,senior,female,104,20,62,13
own,20,2,child,male,33,24,17,10
own,15,1,adult,female,31,0,39,15
rent,5,0,season,male,191,12,42,4
own,15,3,season,female,56,15,39,8
own,5,0,adult,other,96,9,44,9
own,20,1,season,female,22,16,37,7
own,20,4,adult,female,121,0,36,11
own,20,1,season,male,120,0,55,9
own,-0,1,season,male,23,18,20,7
own,-0,1,adult,female,124,11,52,3
own,5,1,child,male,49,24,17,9
rent,10,1,senior,other,120,7,66,7
own,20,2,adult,male,132,19,37,13
own,10,2,adult,female,110,11,21,8
own,10,2,season,female,138,0,41,7
own,10,2,adult,female,178,25,42,6
own,-0,2,adult,female,40,14,58,6
rent,35,1,adult,male,118,11,47,13
own,25,2,adult,female,54,0,39,15
own,-5,2,child,male,42,17,13,7
own,20,2,adult,female,180,22,35,7
own,20,2,child,female,34,11,5,13
own,25,2,senior,male,15,0,66,15
rent,15,1,adult,male,120,0,26,10
own,10,6,child,other,167,14,14,6
rent,10,2,child,male,35,12,7,11
rent,10,0,senior,male,112,0,70,12
own,20,2,senior,male,122,21,63,8
own,10,1,season,male,166,11,34,4
own,20,0,season,male,183,17,36,9
rent,-0,1,child,male,121,0,8,6
rent,5,0,adult,female,175,8,32,6
own,15,1,adult,female,35,15,33,11
own,0,0,adult,female,130,0,38,10
own,20,0,adult,male,41,0,34,14
rent,5,5,child,male,117,16,9,4
own,5,1,adult,female,28,19,53,7
own,20,1,child,female,121,12,10,12
own,20,3,adult,female,137,22,30,6
own,20,2,adult,male,97,0,36,13
own,25,2,senior,female,110,0,70,12
own,20,2,adult,female,138,19,20,11
own,5,0,senior,female,99,17,65,10
own,5,3,senior,female,13,25,77,8
rent,15,1,season,female,101,0,75,10
rent,25,1,child,female,174,7,14,10
own,30,2,senior,female,26,12,71,16
own,25,3,adult,male,50,16,50,8
own,10,1,child,female,36,7,17,9
rent,0,1,adult,male,37,18,46,7
own,5,2,adult,male,172,0,29,6
own,20,4,senior,female,186,13,65,9
own,5,0,child,female,94,27,18,5
own,5,1,adult,male,14,15,46,8
own,10,1,senior,female,19,0,62,12
rent,5,1,adult,male,41,14,38,8
own,15,0,child,male,108,10,8,12
rent,10,0,adult,male,62,8,39,11
own,15,1,adult,female,23,10,59,12
own,20,1,adult,female,43,20,32,11
own,5,0,adult,male,47,24,37,6
rent,10,0,child,male,59,18,10,11
own,10,1,adult,male,50,21,57,9
own,20,2,adult,female,171,0,21,11
own,0,0,adult,male,105,19,47,6
rent,20,0,season,male,128,17,30,8
rent,15,0,adult,male,40,20,59,9
own,10,4,child,female,48,19,9,6
own,15,0,senior,male,161,29,72,5
own,10,2,season,male,108,23,45,6
own,-0,0,child,male,90,15,16,9
own,20,0,adult,female,35,11,45,13
own,-20,1,season,male,160,17,70,1
own,25,0,adult,male,33,8,35,13
own,25,2,adult,female,16,22,46,12
own,0,0,adult,female,125,0,54,9
own,25,0,adult,male,128,23,55,12
own,15,5,child,male,139,0,18,10
own,-10,3,child,male,116,20,16,1
own,-15,2,season,male,109,11,48,1
own,-5,1,adult,male,122,12,42,2
own,15,1,adult,male,34,0,39,14
own,20,0,senior,male,104,0,70,13
own,5,1,adult,male,19,6,28,11
own,15,1,season,male,50,18,65,9
own,0,3,adult,female,129,15,19,6
rent,5,2,senior,female,117,0,80,7
own,10,2,adult,male,68,17,23,10
own,5,2,adult,female,15,0,27,7
own,-5,0,adult,female,190,0,37,6
own,0,2,adult,other,100,0,56,6
own,-10,0,child,male,34,14,5,7
own,25,1,senior,female,127,0,75,11
rent,20,4,senior,male,119,0,64,11
own,25,3,adult,male,100,23,35,11
own,-0,2,senior,female,53,25,81,5
own,0,2,senior,male,22,18,71,6
own,20,1,adult,female,37,16,35,10
own,15,4,child,female,114,0,17,10
own,5,0,adult,male,119,19,30,8
rent,15,0,senior,female,91,11,71,9
rent,10,0,adult,female,45,0,49,10
own,15,0,senior,male,122,0,64,13
own,15,1,child,female,118,18,17,8
rent,25,3,child,female,173,10,7,10
own,10,4,adult,male,22,0,49,11
rent,10,1,season,female,100,17,40,8
own,15,3,child,male,34,0,7,13
own,0,4,adult,male,110,15,47,4
own,10,1,senior,male,14,17,70,10
own,-0,1,adult,female,61,19,42,7
rent,-0,1,child,male,104,17,10,4
own,-10,0,adult,female,30,15,58,5
own,-0,0,adult,male,184,18,28,4
rent,20,2,senior,male,99,0,72,9
own,20,2,season,male,106,28,52,8
own,5,8,adult,female,63,0,29,5
own,15,1,child,female,52,12,6,11
own,10,0,adult,female,113,23,52,7
rent,10,0,adult,female,171,17,49,7
own,20,1,adult,male,63,22,20,10
own,5,1,adult,male,175,22,44,7
own,10,2,adult,female,127,23,39,6
own,10,1,adult,female,161,12,44,7
own,5,3,child,female,117,10,12,6
own,10,0,adult,female,47,17,56,9
own,15,3,adult,female,184,0,37,8
own,5,0,adult,male,58,18,48,9
own,10,0,child,female,172,0,9,10
own,10,2,adult,female,26,0,34,12
own,15,1,senior,male,37,16,62,11
own,30,2,senior,female,98,21,78,15
own,10,4,senior,female,119,1,64,4
own,15,1,season,male,40,0,55,11
own,-0,3,senior,female,119,19,75,5
own,15,2,adult,male,37,17,40,8
rent,5,0,child,male,189,18,9,6
rent,5,1,senior,male,31,22,66,6
rent,0,1,adult,female,55,0,43,8
own,20,1,adult,male,178,0,57,12
own,15,2,season,male,35,0,26,13
rent,10,0,senior,male,19,22,72,9
own,5,1,adult,female,107,21,47,7
own,5,2,adult,female,59,19,60,8
own,10,1,senior,male,114,15,74,7
rent,10,1,season,other,53,24,51,8
rent,-5,1,adult,female,111,0,60,5
own,0,1,senior,male,43,16,65,9
own,25,0,adult,male,87,0,26,15
own,10,2,child,male,110,7,18,11
own,-5,1,child,male,108,0,14,4
own,15,2,child,female,107,0,7,10
own,10,2,season,female,120,23,61,5
own,20,2,adult,male,64,12,28,11
own,15,3,senior,male,178,0,61,9
own,0,1,child,male,27,10,17,7
own,-0,2,senior,female,180,0,66,7
own,10,1,child,female,56,13,15,11
own,-0,1,adult,female,117,27,57,6
own,15,0,season,male,115,10,41,10
own,5,2,adult,female,107,11,25,6
own,10,1,adult,male,84,17,59,10
own,20,2,adult,male,49,0,30,13
own,20,1,senior,male,97,10,61,11
own,15,0,adult,female,89,15,48,10
own,20,2,adult,male,37,19,22,10
own,20,0,adult,female,55,23,18,12
own,15,2,senior,female,160,25,64,6
rent,5,3,season,male,114,16,49,2
own,10,1,season,other,116,23,34,7
rent,-5,1,senior,female,99,22,62,1
own,15,1,season,female,156,15,33,6
own,5,1,adult,male,11,0,55,9
own,-0,0,child,female,103,18,9,5
own,5,2,child,female,167,13,16,6
own,10,1,adult,male,47,0,33,10
rent,0,2,child,female,75,6,6,7
rent,15,0,adult,female,170,23,33,6
rent,10,2,adult,male,34,0,57,10
own,20,2,senior,other,31,14,64,12
own,10,2,senior,male,109,19,64,6
own,15,1,season,male,41,19,62,11
own,5,1,senior,female,55,0,80,10
own,-5,2,adult,male,26,16,28,6
rent,-0,3,senior,male,35,25,72,5
own,15,1,season,female,120,0,24,11
rent,15,1,adult,male,34,0,43,12
own,-0,0,adult,female,51,10,25,8
own,5,0,adult,female,98,12,21,9
own,-5,2,adult,female,107,18,45,3
own,-5,0,child,female,156,12,14,6
rent,10,1,senior,female,168,0,83,5
rent,5,1,senior,female,173,0,66,7
own,15,0,child,male,170,16,18,10
own,10,2,senior,male,12,9,66,11
own,20,1,adult,male,131,0,58,12
own,20,3,adult,female,92,0,41,11
rent,5,3,adult,other,30,12,27,8
own,0,1,adult,male,157,15,59,6
own,10,2,adult,male,30,16,47,8
own,10,0,adult,male,168,0,41,7
own,5,0,child,female,120,22,6,6
own,5,3,child,female,44,16,15,7
own,5,1,child,female,102,11,6,9
own,30,0,child,male,193,20,11,13
own,-5,2,adult,female,40,29,25,5
rent,10,1,adult,other,59,26,51,5
rent,20,0,senior,male,152,0,70,10
own,-10,1,senior,female,98,24,67,3
own,20,3,senior,male,23,0,74,12
own,5,0,senior,female,174,8,64,7
own,5,0,child,male,180,16,18,6
own,20,2,adult,male,22,0,29,14
own,-0,1,child,male,188,12,15,7
own,5,0,child,male,112,18,10,10
own,10,6,senior,male,13,17,62,7
own,10,1,adult,male,120,9,20,7
own,5,2,adult,female,22,13,56,9
rent,5,1,adult,female,174,0,21,7
own,15,0,season,female,150,0,24,8
own,5,1,adult,female,131,20,38,6
own,10,3,adult,male,174,0,39,7
own,-0,0,adult,female,129,20,57,6
own,15,3,adult,male,111,20,19,8
own,20,4,season,female,119,12,32,7
rent,5,0,adult,male,54,10,49,6
rent,5,2,senior,male,81,0,61,9
own,-5,1,child,male,55,22,9,4
own,10,1,child,female,17,0,13,14
own,10,4,child,female,100,17,12,7
own,5,3,child,male,16,0,12,10
own,20,1,season,female,165,23,33,6
own,5,1,child,male,57,0,13,11
rent,25,2,child,male,119,13,10,11
own,10,1,season,male,133,14,63,6
own,20,2,season,female,103,18,32,7
own,5,2,senior,male,45,5,78,8
rent,-5,0,senior,male,175,19,73,5
own,0,3,senior,male,54,21,61,7
own,10,2,season,male,22,15,46,7
own,-0,1,senior,male,108,19,64,4
own,10,0,senior,female,49,15,63,11
rent,10,2,season,female,52,0,46,9
own,40,3,season,male,100,18,59,12
own,20,1,adult,female,18,19,27,11
own,20,1,child,male,28,15,14,13
own,-0,0,adult,male,187,27,54,4
own,25,0,child,female,24,23,15,15
own,-5,1,season,male,98,10,64,5
own,30,3,season,male,103,18,52,12
own,0,0,adult,female,29,11,21,10
own,0,0,senior,male,51,8,80,6
own,20,0,adult,male,15,11,38,16
own,5,4,adult,male,36,0,49,10
own,5,1,adult,female,95,12,42,9
own,10,1,season,female,21,24,48,6
own,10,1,season,female,39,23,60,8
own,25,0,adult,female,18,17,41,14
own,5,0,adult,male,83,9,35,10
rent,25,2,adult,female,178,13,31,11
rent,5,2,adult,male,106,14,53,7
own,15,0,senior,male,125,11,64,11
own,-15,3,senior,female,11,14,72,4
own,15,0,adult,male,40,18,19,12
own,5,1,adult,male,183,15,37,6
own,5,0,adult,male,130,19,38,6
own,5,2,adult,male,14,25,39,8
own,0,1,adult,male,130,22,32,4
own,-10,3,adult,other,104,23,21,1
own,20,0,adult,female,128,24,31,8
rent,10,2,senior,female,64,15,73,6
rent,10,0,season,female,19,10,36,10
rent,5,1,senior,male,169,18,67,4
own,-20,4,adult,male,118,0,35,3
own,10,1,child,female,16,0,10,14
own,20,0,season,male,104,0,59,10
own,-5,2,season,male,57,15,41,5
own,25,3,child,male,44,7,17,15
own,0,2,adult,female,173,16,57,2
own,15,0,child,female,170,23,9,9
rent,10,0,adult,male,31,12,27,8
own,10,1,child,female,30,25,5,10
own,-5,1,adult,female,104,0,57,6
own,15,1,senior,female,106,21,75,10
own,-5,1,adult,female,112,12,56,3
own,10,1,child,female,110,0,7,8
own,5,2,senior,female,91,18,66,5
own,5,3,child,female,17,0,15,10
own,15,2,season,female,122,0,57,12
own,15,5,child,female,177,0,12,9
own,5,1,adult,male,37,22,38,9
own,5,0,child,female,33,14,15,9
own,20,5,adult,female,159,0,58,9
own,-5,1,adult,female,33,14,57,7
own,15,2,senior,female,131,12,64,9
own,15,1,child,female,31,16,11,14
own,20,4,adult,male,14,0,33,14
own,10,1,senior,male,119,15,67,9
rent,25,0,senior,female,163,0,64,13
own,5,1,adult,female,189,28,44,4
own,5,1,adult,male,54,0,28,7
own,15,1,child,female,40,11,11,11
own,15,0,season,male,122,14,37,8
own,10,4,adult,male,55,16,52,6
own,10,3,child,male,97,0,13,9
own,10,2,adult,male,111,23,56,7
own,15,0,adult,male,18,27,34,10
rent,0,1,adult,female,189,21,56,3
own,0,0,adult,male,111,0,37,7
rent,5,0,season,female,16,21,41,6
own,25,1,child,male,167,0,6,13
own,40,0,adult,female,108,7,23,17
rent,5,3,senior,female,17,0,67,7
rent,15,0,adult,female,32,26,57,9
own,15,2,season,female,63,25,40,6
own,5,1,child,female,187,8,5,7
own,5,3,child,male,15,9,14,11
own,15,2,adult,male,104,19,20,10
own,10,1,season,female,45,23,63,8
rent,15,2,child,female,39,17,14,10
own,-0,3,adult,male,41,17,36,5
own,15,0,senior,male,169,0,71,9
own,15,2,adult,male,18,13,51,11
own,5,0,senior,male,11,13,65,9
own,25,0,senior,male,107,10,78,11
own,10,0,child,male,175,0,14,10
own,30,2,child,female,178,21,9,12
own,-5,1,child,male,148,14,8,4
own,5,1,adult,female,18,21,23,8
own,20,4,adult,female,66,0,19,12
own,10,3,child,female,48,13,17,8
own,-5,1,season,male,12,13,68,5
own,20,1,season,female,19,12,53,11
own,10,1,senior,female,21,7,74,13
own,5,0,adult,male,51,12,38,10
own,15,0,child,female,57,23,11,12
own,25,1,adult,female,35,0,32,14
rent,10,1,senior,male,109,21,65,8
rent,-5,1,season,male,29,14,30,5
own,5,2,adult,female,61,19,42,8
own,15,2,senior,male,93,14,61,10
own,0,0,senior,male,104,22,65,5
own,15,0,child,female,22,22,12,13
own,0,0,adult,male,27,21,47,8
own,10,1,adult,male,37,17,28,7
rent,30,2,adult,female,52,0,48,13
own,0,1,adult,female,38,13,29,8
own,10,0,season,female,164,27,56,5
own,5,1,senior,male,26,0,68,9
own,15,0,adult,female,17,6,50,12
own,-0,2,senior,other,101,13,69,5
own,5,2,adult,male,48,29,26,5
own,25,0,adult,male,189,20,19,12
own,5,1,child,female,171,0,15,9
own,-5,1,adult,female,178,0,47,6
own,5,1,season,female,20,15,38,6
own,25,5,season,female,61,0,64,11
own,20,0,adult,male,46,13,27,14
own,-10,3,child,male,167,0,15,3
own,-0,3,season,male,99,12,75,2
own,10,3,adult,female,19,0,25,10
rent,20,0,adult,other,56,18,60,12
own,-10,0,child,female,125,23,5,4
own,25,1,adult,male,181,13,38,10
own,10,2,senior,female,20,17,65,9
own,5,2,season,male,21,19,48,5
own,-5,1,adult,male,156,23,24,4
own,15,1,adult,male,107,21,25,7
own,-0,1,adult,female,55,10,34,6
own,10,1,child,male,22,13,11,9
own,20,5,adult,male,134,11,41,8
rent,25,0,adult,male,34,20,47,15
own,5,2,adult,male,15,11,51,10
rent,10,2,adult,female,172,11,44,7
own,15,2,adult,other,16,27,57,10
own,15,4,child,female,39,12,5,11
own,-0,3,senior,female,163,0,74,6
own,15,1,adult,male,57,12,59,11
own,20,1,adult,male,193,15,21,8
own,5,6,child,other,31,0,13,7
own,15,0,senior,male,20,26,83,9
own,20,1,season,female,41,29,65,9
own,-10,1,adult,male,118,0,37,4
own,20,0,adult,other,47,19,20,14
own,-10,0,season,male,30,15,50,3
rent,30,0,senior,male,20,23,67,14
own,15,2,adult,female,61,25,49,11
own,15,3,adult,female,117,11,51,8
own,5,0,child,female,121,17,10,6
own,5,3,senior,male,27,16,61,9
rent,20,0,adult,female,16,14,31,14
rent,5,1,season,male,62,11,72,4
rent,10,2,adult,male,176,29,36,4
own,10,4,adult,male,121,25,32,7
own,10,2,adult,female,27,0,21,13
own,15,2,adult,male,98,15,47,8
rent,10,1,adult,male,15,10,27,9
own,10,1,season,male,34,0,43,11
own,20,1,adult,male,31,27,24,10
own,10,0,child,female,110,18,16,8
own,5,0,child,male,20,13,14,13
own,5,0,senior,male,21,12,68,7
own,-5,1,adult,female,173,0,22,8
rent,20,2,senior,female,120,28,71,8
own,5,1,child,male,20,23,6,7
own,10,4,adult,male,43,25,37,5
own,-0,2,adult,male,118,16,42,4
own,5,2,adult,male,12,27,59,7
own,30,2,adult,male,177,23,34,10
own,15,0,child,male,23,22,15,12
rent,5,2,adult,male,133,0,24,6
own,30,3,adult,female,19,15,18,12
own,15,2,adult,male,13,0,36,12
rent,0,1,adult,male,56,22,59,6
own,-15,1,child,female,20,11,17,4
own,25,4,adult,female,18,13,50,14
own,0,3,adult,female,59,21,50,6
own,10,0,senior,female,37,30,62,8
own,-5,1,season,female,175,25,31,2
own,-10,1,child,male,115,0,11,4
own,-10,3,adult,male,111,29,56,1
own,20,2,adult,female,105,23,29,11
own,15,1,child,female,121,15,16,11
own,15,1,adult,male,97,22,30,11
own,-5,3,adult,male,162,24,47,2
own,15,1,season,female,36,24,36,11
own,5,0,senior,male,127,18,79,7
rent,5,1,adult,female,89,10,47,8
own,15,3,adult,male,116,13,47,10
rent,25,2,adult,male,47,16,44,12
own,15,2,child,female,121,20,10,8
own,20,2,adult,female,98,12,53,7
own,15,1,adult,female,15,21,51,11
own,30,2,adult,female,24,0,21,17
own,15,3,child,male,16,12,8,12
own,-15,0,child,male,124,0,13,6
own,25,4,adult,male,35,0,30,11
own,15,3,senior,female,43,10,64,11
own,-10,2,child,female,15,0,12,6
own,15,1,adult,male,31,21,26,12
own,5,2,adult,male,20,18,39,10
own,-0,2,adult,female,94,13,19,2
own,-5,3,senior,female,65,1,62,5
rent,5,4,adult,male,133,18,29,7
own,10,1,adult,male,105,14,30,10
own,10,1,senior,male,116,13,61,9
own,25,1,adult,female,14,18,42,13
rent,25,1,season,male,23,10,50,13
own,10,2,season,female,39,20,50,7
own,20,1,senior,other,35,0,66,12
own,-20,0,child,female,16,16,12,3
own,10,2,child,male,55,20,9,7
rent,15,3,senior,male,138,23,70,6
rent,20,1,adult,female,29,12,41,9
rent,-0,0,senior,male,169,0,62,4
own,10,1,adult,male,43,21,47,6
own,-0,1,adult,female,55,8,44,9
own,-10,3,adult,female,94,14,33,3
own,-5,2,season,female,105,11,56,2
own,25,2,adult,male,130,10,22,12
own,20,0,child,male,54,14,8,11
own,0,0,adult,female,162,10,35,5
own,20,2,senior,male,169,24,64,13
own,20,1,adult,female,104,16,48,10
own,20,3,adult,male,61,0,47,13
rent,15,1,season,female,53,18,30,9
own,20,3,adult,female,122,0,41,12
own,20,2,adult,male,98,16,52,12
own,15,3,adult,male,124,14,53,7
own,25,3,senior,female,54,16,76,15
own,10,3,adult,male,122,25,47,7
own,10,1,senior,male,102,12,69,8
rent,-5,1,child,male,126,0,14,5
own,5,1,senior,female,36,6,61,8
own,10,1,child,male,16,20,10,12
own,10,1,season,male,47,24,52,6
own,10,4,adult,male,98,14,36,7
own,5,0,senior,female,12,13,65,10
rent,20,1,senior,female,118,13,72,12
own,-5,1,child,female,60,11,17,9
rent,30,2,adult,male,15,16,49,13
own,-0,1,senior,female,45,24,64,5
own,10,2,senior,female,32,0,75,12
own,15,2,child,male,108,18,17,8
own,-5,0,adult,female,176,10,26,4
own,0,1,adult,female,17,11,33,8
own,20,1,senior,female,116,0,62,10
own,5,0,adult,male,69,0,38,9
own,5,0,adult,male,49,14,59,8
own,-5,0,adult,male,14,11,20,9
own,10,4,adult,male,42,23,33,6
rent,0,3,child,female,166,24,15,3
own,10,0,adult,male,15,0,45,10
own,15,1,senior,female,48,13,64,10
rent,20,2,child,male,56,10,9,10
rent,15,1,senior,male,39,14,72,7
rent,-10,1,adult,other,94,29,32,1
own,20,2,child,male,120,14,8,13
own,-5,1,child,female,16,9,7,9
own,25,4,season,male,14,22,39,11
own,5,1,adult,male,88,11,38,8
own,15,1,senior,male,10,12,63,12
rent,5,3,senior,male,35,21,82,7
own,-0,0,season,female,185,0,65,4
rent,15,1,senior,male,38,0,65,13
own,25,2,adult,male,172,8,23,13
rent,10,3,senior,female,178,0,78,7
rent,5,1,child,female,40,19,10,6
rent,25,1,adult,female,105,12,29,11
own,-5,3,season,female,13,0,34,5
rent,35,2,adult,female,33,17,23,13
own,15,1,adult,female,110,0,40,11
rent,0,3,adult,female,120,17,19,4
own,5,2,child,male,31,0,7,12
own,-10,3,senior,female,30,17,63,3
rent,5,3,child,female,109,13,10,6
own,-0,0,season,male,116,28,42,3
rent,15,2,adult,female,130,19,27,7
own,5,2,senior,female,122,6,78,8
own,25,2,season,other,43,10,63,13
own,10,2,child,male,127,23,12,7
own,15,3,season,other,111,27,62,4
own,20,0,season,male,13,0,53,13
own,-0,0,adult,female,106,22,21,5
own,0,4,adult,male,55,26,40,3
own,15,1,season,male,174,10,44,6
rent,20,0,adult,male,26,19,26,10
own,5,2,season,female,24,0,49,9
own,5,2,adult,male,129,11,47,6
own,25,2,senior,female,49,26,63,12
rent,15,1,adult,female,123,8,33,8
rent,10,1,adult,female,102,23,59,8
own,10,1,child,male,20,16,12,11
own,25,2,adult,female,38,9,22,13
own,10,1,adult,male,130,0,21,11
own,-5,2,adult,female,123,0,25,8
rent,-5,1,senior,male,54,17,65,6
own,10,1,adult,female,16,0,40,11
own,20,1,adult,male,17,0,34,14
own,15,1,senior,male,113,18,64,10
own,15,1,adult,female,99,14,57,13
own,20,0,child,male,150,10,6,11
own,15,0,adult,female,47,0,23,13
own,25,0,adult,female,84,9,21,15
own,-5,0,adult,female,22,0,31,10
own,15,0,senior,female,32,0,69,10
own,10,2,senior,female,36,13,63,10
own,20,3,child,female,127,0,9,11
own,20,0,child,female,126,0,16,11
own,10,0,child,male,14,0,6,16
own,10,2,season,male,52,0,23,8
own,15,3,child,male,19,18,7,8
own,15,0,adult,female,170,0,58,11
own,0,0,season,female,43,13,48,7
own,30,0,adult,female,162,0,26,14
own,5,1,senior,female,97,12,71,10
own,10,1,child,male,29,23,8,11
own,5,1,adult,female,120,0,48,10
rent,10,1,senior,female,19,12,70,9
own,15,2,adult,female,48,25,39,10
own,35,3,child,female,14,16,6,15
rent,15,0,senior,female,110,21,63,8
own,10,4,season,male,100,10,17,6
rent,15,2,adult,male,36,12,30,9
own,15,2,senior,female,166,7,70,7
own,10,1,adult,female,13,16,53,9
own,15,1,adult,male,31,0,47,10
own,5,0,senior,female,30,12,65,8
own,10,3,adult,female,33,0,58,10
own,15,0,adult,female,103,0,38,12
own,15,1,adult,female,44,17,54,10
own,10,1,senior,female,180,0,64,7
own,10,1,senior,female,158,0,70,7
rent,15,1,adult,male,62,0,18,13
own,5,1,adult,male,11,19,37,10
own,15,3,child,male,13,23,17,11
own,0,0,adult,male,136,0,39,7
rent,15,1,season,female,173,21,68,3
rent,-0,1,child,male,91,12,12,6
own,5,2,senior,male,105,0,61,8
rent,0,0,child,male,152,9,13,3
own,-0,4,senior,female,29,0,60,6
own,25,2,adult,male,32,19,27,13
own,-15,1,adult,male,17,0,37,7
own,5,1,adult,male,93,19,45,6
rent,5,4,senior,male,59,0,79,5
own,0,3,adult,female,35,0,50,8
own,25,2,child,male,133,27,14,10
rent,20,1,child,female,171,19,15,8
own,10,0,adult,female,9,21,49,10
own,5,3,child,male,175,0,12,5
own,15,0,adult,female,24,12,59,12
own,0,1,senior,female,109,23,64,7
rent,10,3,adult,female,121,17,32,7
own,20,1,adult,male,164,9,31,11
own,10,0,adult,male,20,18,30,10
own,0,3,senior,male,40,22,75,7
own,20,1,adult,male,12,0,59,14
own,15,1,adult,male,30,0,30,13
own,25,1,child,male,51,13,9,15
own,15,1,adult,male,20,25,49,9
own,5,0,senior,female,119,21,62,7
own,15,1,senior,female,122,0,69,10
own,-10,0,adult,female,33,0,51,8
own,25,1,season,female,109,15,67,13
own,15,0,season,female,118,25,30,8
own,5,1,adult,female,55,9,22,9
own,20,0,adult,female,171,16,54,12
own,5,1,adult,male,151,7,33,6
own,10,1,adult,female,30,23,33,9
own,0,2,season,female,116,27,44,3
rent,0,1,adult,male,15,17,52,8
rent,5,3,adult,female,163,0,45,5
own,5,2,season,female,19,18,25,7
own,10,3,senior,male,162,8,66,7
own,5,2,senior,female,100,15,64,9
own,35,1,child,female,108,12,17,17
own,15,2,senior,male,186,0,66,8
own,-15,1,adult,female,11,0,43,4
own,15,1,child,female,56,19,17,10
own,20,1,child,female,172,0,8,13
rent,-5,2,adult,male,35,21,30,5
own,25,1,senior,female,99,22,63,11
own,15,3,adult,male,187,20,60,6
own,-10,4,adult,other,175,11,51,1
own,10,0,adult,female,125,21,19,9
own,5,1,season,female,20,25,79,4
own,25,2,child,other,68,21,11,13
